Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:     -1, rd_minus:   3230, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3238, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 172 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5300, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 173 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1668, rd_minus:   2684, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 174 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3952, rd_minus:   4690, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 175 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3178, rd_minus:   2788, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 176 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7340, rd_minus:   6662, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 177 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2144, rd_minus:   2448, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 178 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7202, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 179 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3144, rd_minus:   3520, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 180 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2536, rd_minus:   2316, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 181 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3768, rd_minus:   5920, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 182 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8448, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 183 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7762, rd_minus:   5532, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 184 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13060, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 185 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15620, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 186 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7394, rd_minus:   4910, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 187 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6948, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 188 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1922, rd_minus:   1766, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 189 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5376, rd_minus:   4370, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 190 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4508, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 191 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4662, rd_minus:   3818, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 192 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11412, rd_minus:   9558, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 193 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1716, rd_minus:   1582, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 194 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1670, rd_minus:   1584, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 195 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7906, rd_minus:   9102, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 196 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4820, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 197 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    246, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 198 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2140, rd_minus:   2220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 199 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2590, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 200 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    976, rd_minus:   1660, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 201 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    980, rd_minus:   1150, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 202 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3792, rd_minus:   4352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 203 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5632, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 204 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4240, rd_minus:   3622, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 205 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4532, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 206 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3270, rd_minus:   3406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 207 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2258, rd_minus:   2898, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 208 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1112, rd_minus:   1040, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 209 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1788, rd_minus:   1852, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 210 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:   2826, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 211 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8946, rd_minus:   7638, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 212 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6350, rd_minus:   8042, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 213 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3580, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 214 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1758, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 215 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20230, rd_minus:  28132, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 216 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5718, rd_minus:   6316, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 217 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19350, rd_minus:  19594, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 218 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15684, rd_minus:  14154, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 219 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6740, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 220 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13840, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 221 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10414, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 222 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5752, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 223 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1780, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 224 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4940, rd_minus:   4696, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 225 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2204, rd_minus:   2148, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 226 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2786, rd_minus:   2624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 227 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1920, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 228 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1272, rd_minus:   1430, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 229 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10028, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 230 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2840, rd_minus:   3052, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 231 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2388, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 232 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5070, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 233 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3304, rd_minus:   3144, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 234 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9712, rd_minus:   9302, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 235 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2984, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 236 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3154, rd_minus:   3332, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 237 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2346, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 238 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3086, rd_minus:   3034, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 239 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2232, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 240 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2580, rd_minus:   3186, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 241 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6740, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 242 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6320, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 243 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6094, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 244 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  27394, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 245 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15150, rd_minus:  14970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 246 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3318, rd_minus:   3378, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 247 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8060, rd_minus:   8556, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 248 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14120, rd_minus:   3076, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 249 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7526, rd_minus:   7580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 250 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13658, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 251 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7068, rd_minus:   7510, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 252 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5372, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 253 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6180, rd_minus:   5784, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 254 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6464, rd_minus:   6592, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 255 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4080, rd_minus:   3654, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 256 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10372, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 257 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1860, rd_minus:   1724, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 258 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3626, rd_minus:   3740, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 259 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3208, rd_minus:   3272, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 260 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4262, rd_minus:   4552, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 261 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3078, rd_minus:   3022, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 262 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2420, rd_minus:   2424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 263 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3524, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 264 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3274, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 265 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  21856, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 266 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6992, rd_minus:   5858, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 267 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3492, rd_minus:   4538, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 268 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4710, rd_minus:   5590, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 269 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1312, rd_minus:   1252, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 270 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6164, rd_minus:   5656, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 271 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3094, rd_minus:   3624, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 272 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7344, rd_minus:   5416, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 273 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20094, rd_minus:  13262, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 274 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5786, rd_minus:   5428, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 275 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5598, rd_minus:   5896, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 276 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6330, rd_minus:   5228, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 277 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4526, rd_minus:   4812, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 278 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5228, rd_minus:   5716, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 279 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6642, rd_minus:   5712, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 280 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6150, rd_minus:   6118, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 281 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5412, rd_minus:   6164, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 282 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3720, rd_minus:   3326, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 283 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9788, rd_minus:   8886, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 284 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3180, rd_minus:   2830, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 285 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2928, rd_minus:   2898, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 286 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6762, rd_minus:   5792, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 287 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6042, rd_minus:   7464, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 288 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9570, rd_minus:   9960, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 289 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7012, rd_minus:   8318, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 290 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  23572, rd_minus:  10874, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 291 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  27184, rd_minus:  23110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 292 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9706, rd_minus:  10330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 293 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8020, rd_minus:   8168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 294 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5610, rd_minus:   6552, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 295 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5322, rd_minus:   5902, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 296 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6714, rd_minus:   8480, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 297 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6868, rd_minus:   7282, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 298 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10350, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 299 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  37326, rd_minus:  29268, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 300 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4894, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 301 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15262, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 302 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2106, rd_minus:   2808, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 303 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2464, rd_minus:   2700, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 304 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2768, rd_minus:   3148, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 305 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3256, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 306 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6696, rd_minus:   7104, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 307 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9614, rd_minus:   9764, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 308 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10080, rd_minus:  12812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 309 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2332, rd_minus:   2272, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 310 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13830, rd_minus:  14902, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 311 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5786, rd_minus:   5822, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 312 / 83886104, payload_bits 83886080, end_bits 24
