Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3328, rd_minus:   3452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 177 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1670, rd_minus:   2816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 178 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4776, rd_minus:   3540, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 179 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14092, rd_minus:  12232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 180 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2952, rd_minus:   2068, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 181 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2360, rd_minus:   3592, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 182 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  49260, rd_minus:  51822, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 183 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3522, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 184 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1484, rd_minus:   1432, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 185 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5924, rd_minus:   5272, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 186 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    778, rd_minus:    880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 187 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:   1284, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 188 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2104, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 189 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2760, rd_minus:   2732, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 190 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2922, rd_minus:   3056, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 191 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12450, rd_minus:  22062, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 192 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2290, rd_minus:   2290, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 193 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1212, rd_minus:    848, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 194 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    364, rd_minus:    148, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 195 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2976, rd_minus:   2530, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 196 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   1842, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 197 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5916, rd_minus:  10068, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 198 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5834, rd_minus:   9254, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 199 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3022, rd_minus:   3026, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 200 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     86, rd_minus:    160, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 201 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    364, rd_minus:    668, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 202 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1696, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 203 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2882, rd_minus:   1378, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 204 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7684, rd_minus:   7696, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 205 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18130, rd_minus:  18158, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 206 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17764, rd_minus:  17828, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 207 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8890, rd_minus:   8896, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 208 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9670, rd_minus:   9642, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 209 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14118, rd_minus:  10322, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 210 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9682, rd_minus:   4864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 211 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18078, rd_minus:  11854, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 212 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16640, rd_minus:  10752, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 213 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17066, rd_minus:  10922, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 214 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3148, rd_minus:   2602, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 215 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7308, rd_minus:  14606, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 216 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4688, rd_minus:   2472, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 217 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13280, rd_minus:  13280, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 218 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5696, rd_minus:   2396, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 219 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1852, rd_minus:   2110, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 220 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2292, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 221 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    508, rd_minus:    504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 222 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    110, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 223 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    246, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 224 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1700, rd_minus:   1346, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 225 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9480, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 226 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  17866, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 227 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10714, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 228 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13462, rd_minus:  14524, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 229 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5504, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 230 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4820, rd_minus:   5140, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 231 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5144, rd_minus:   4048, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 232 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5452, rd_minus:   4408, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 233 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  14640, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 234 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    860, rd_minus:    632, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 235 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5668, rd_minus:   5478, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 236 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3140, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 237 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5270, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 238 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6724, rd_minus:   5732, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 239 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4666, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 240 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2758, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 241 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7384, rd_minus:   7320, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 242 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17652, rd_minus:  18174, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 243 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1628, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 244 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2474, rd_minus:   2716, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 245 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3282, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 246 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    196, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 247 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6644, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 248 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2086, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 249 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    826, rd_minus:    816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 250 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8128, rd_minus:   7918, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 251 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3592, rd_minus:   5084, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 252 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6378, rd_minus:   5428, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 253 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2844, rd_minus:   2148, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 254 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15492, rd_minus:  19062, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 255 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4160, rd_minus:   4252, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 256 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    360, rd_minus:    384, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 257 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 258 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5244, rd_minus:   2492, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 259 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6062, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 260 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    720, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 261 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7516, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 262 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2832, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 263 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3164, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 264 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2988, rd_minus:   2568, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 265 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3156, rd_minus:   4294, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 266 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 267 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1620, rd_minus:   1314, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 268 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2126, rd_minus:   4216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 269 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2612, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 270 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    800, rd_minus:    940, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 271 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9280, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 272 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    458, rd_minus:    410, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 273 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    866, rd_minus:    720, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 274 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5048, rd_minus:   5124, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 275 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17692, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 276 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10216, rd_minus:   7208, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 277 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8972, rd_minus:   8144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 278 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3600, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 279 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1284, rd_minus:   1250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 280 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1118, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 281 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    130, rd_minus:    160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 282 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1284, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 283 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3874, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 284 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3562, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 285 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3708, rd_minus:   2090, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 286 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1998, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 287 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4882, rd_minus:   5080, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 288 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3206, rd_minus:   2820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 289 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2664, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 290 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2050, rd_minus:   2064, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 291 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3610, rd_minus:   3094, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 292 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1472, rd_minus:   1956, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 293 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9672, rd_minus:   8182, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 294 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    216, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 295 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    244, rd_minus:    168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 296 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1364, rd_minus:   2010, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 297 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1136, rd_minus:   1876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 298 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2962, rd_minus:   3186, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 299 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4676, rd_minus:   5552, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 300 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1392, rd_minus:   2548, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 301 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    790, rd_minus:    766, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 302 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7496, rd_minus:  11988, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 303 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3318, rd_minus:   3338, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 304 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18982, rd_minus:   8404, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 305 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1756, rd_minus:   1730, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 306 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2896, rd_minus:   1988, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 307 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1606, rd_minus:   2312, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 308 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3134, rd_minus:   4682, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 309 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3984, rd_minus:   2176, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 310 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6568, rd_minus:   6914, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 311 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 312 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  20492, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 313 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9536, rd_minus:  10702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 314 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1008, rd_minus:    788, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 315 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2536, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 316 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15068, rd_minus:  15500, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 317 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5972, rd_minus:   5988, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 318 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2196, rd_minus:   2876, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 319 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3024, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 320 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2640, rd_minus:   2428, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 321 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    182, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 322 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     90, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 323 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1040, rd_minus:   1188, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 324 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    318, rd_minus:    120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 325 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3768, rd_minus:   2444, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 326 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16906, rd_minus:  15382, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 327 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3104, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 328 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   5348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 329 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1408, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 330 / 8216, payload_bits 8192, end_bits 24
