Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    534, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 177 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     96, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 178 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1942, rd_minus:   1844, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 179 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    864, rd_minus:   1238, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 180 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8428, rd_minus:   7200, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 181 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1318, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 182 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2614, rd_minus:   2568, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 183 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    280, rd_minus:    200, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 184 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5588, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 185 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4458, rd_minus:   4390, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 186 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3160, rd_minus:   3088, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 187 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1416, rd_minus:   1866, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 188 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3360, rd_minus:   4144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 189 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1706, rd_minus:   1362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 190 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1638, rd_minus:   1514, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 191 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1042, rd_minus:   1064, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 192 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1366, rd_minus:   1274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 193 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2934, rd_minus:   2878, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 194 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1628, rd_minus:   2018, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 195 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1848, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 196 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 197 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1872, rd_minus:   2132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 198 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9238, rd_minus:   9684, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 199 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6072, rd_minus:   5678, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 200 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5904, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 201 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    500, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 202 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1288, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 203 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4004, rd_minus:   4068, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 204 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7472, rd_minus:   7324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 205 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  49572, rd_minus:  51928, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 206 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    728, rd_minus:    586, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 207 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1432, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 208 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1210, rd_minus:   1408, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 209 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    700, rd_minus:    814, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 210 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    760, rd_minus:    720, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 211 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    990, rd_minus:    556, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 212 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1278, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 213 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1462, rd_minus:   1436, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 214 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1484, rd_minus:   2262, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 215 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    408, rd_minus:    492, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 216 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5136, rd_minus:   5024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 217 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9634, rd_minus:   9390, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 218 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2190, rd_minus:   3868, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 219 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    378, rd_minus:    148, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 220 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3428, rd_minus:   2304, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 221 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1284, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 222 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2440, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 223 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3136, rd_minus:   3290, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 224 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1672, rd_minus:   1722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 225 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2834, rd_minus:   2978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 226 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     70, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 227 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3506, rd_minus:   3166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 228 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3026, rd_minus:   1352, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 229 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3944, rd_minus:   2086, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 230 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2480, rd_minus:   2504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 231 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8508, rd_minus:  10052, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 232 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14000, rd_minus:  10040, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 233 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    576, rd_minus:   1066, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 234 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8252, rd_minus:   1312, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 235 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2250, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 236 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 237 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1238, rd_minus:    922, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 238 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2228, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 239 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5058, rd_minus:   4830, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 240 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1332, rd_minus:    408, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 241 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6668, rd_minus:  14988, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 242 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 243 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3100, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 244 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6536, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 245 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4860, rd_minus:   4316, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 246 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5504, rd_minus:  13710, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 247 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3976, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 248 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7522, rd_minus:   5978, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 249 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4376, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 250 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2446, rd_minus:   2902, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 251 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17414, rd_minus:  17992, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 252 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  15428, rd_minus:  13296, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 253 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1694, rd_minus:   2140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 254 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3486, rd_minus:   2248, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 255 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1216, rd_minus:   1788, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 256 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    906, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 257 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 258 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3364, rd_minus:   3160, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 259 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3644, rd_minus:   7852, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 260 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1340, rd_minus:   1334, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 261 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3548, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 262 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 263 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6504, rd_minus:   5604, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 264 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:   2928, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 265 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2372, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 266 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3184, rd_minus:   3660, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 267 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2694, rd_minus:   2684, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 268 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2702, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 269 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5584, rd_minus:   5776, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 270 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3384, rd_minus:   3892, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 271 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2128, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 272 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    806, rd_minus:    792, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 273 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2666, rd_minus:   2276, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 274 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    118, rd_minus:    234, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 275 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     74, rd_minus:     60, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 276 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6376, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 277 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4794, rd_minus:   5552, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 278 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3062, rd_minus:   3054, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 279 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3188, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 280 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4292, rd_minus:   3890, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 281 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10244, rd_minus:   9004, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 282 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    290, rd_minus:    272, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 283 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    120, rd_minus:    106, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 284 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3452, rd_minus:   3532, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 285 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1946, rd_minus:   2166, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 286 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9312, rd_minus:  17270, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 287 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1724, rd_minus:   1756, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 288 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4066, rd_minus:   6096, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 289 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5108, rd_minus:   2214, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 290 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7800, rd_minus:   3022, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 291 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    702, rd_minus:    728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 292 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    442, rd_minus:    852, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 293 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3170, rd_minus:   2336, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 294 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6024, rd_minus:   3292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 295 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    438, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 296 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1132, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 297 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1576, rd_minus:   1150, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 298 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    476, rd_minus:    406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 299 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3344, rd_minus:   1574, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 300 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1668, rd_minus:   1640, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 301 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3316, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 302 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2400, rd_minus:   2112, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 303 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9354, rd_minus:   7264, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 304 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     92, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 305 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     82, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 306 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    160, rd_minus:    286, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 307 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10820, rd_minus:   5988, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 308 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 309 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1060, rd_minus:    952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 310 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2576, rd_minus:   3074, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 311 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5712, rd_minus:   5344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 312 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4704, rd_minus:   5812, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 313 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1496, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 314 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   1056, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 315 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2898, rd_minus:   3572, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 316 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8568, rd_minus:   7800, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 317 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12210, rd_minus:   9984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 318 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2786, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 319 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     88, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 320 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    858, rd_minus:    586, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 321 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4730, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 322 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2360, rd_minus:   2814, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 323 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1152, rd_minus:    780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 324 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:   1246, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 325 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3182, rd_minus:   2804, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 326 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1724, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 327 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2658, rd_minus:   3354, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 328 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    116, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 329 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    746, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 330 / 2072, payload_bits 2048, end_bits 24
